BAT_NAME,RA,DEC,SNR,COUNTERPART_NAME,OTHER_NAME,CTPT_RA,CTPT_DEC,FLUX,FLUX_LO,FLUX_HI,CONTAM_FRAC,GAMMA,GAMMA_LO,GAMMA_HI,CHI_SQ_R,REDSHIFT,LUM,ASSOC_STRENGTH,CL2,TYPE
SWIFT J0505.8-2351,76.44017,-23.855091,25.639555,2MASX J05054575-2351139,,76.4405,-23.8539,60.85,56.38,65.43,0.0,1.72,1.63,1.82,0.9,0.03504,44.237736,0,5,Sy2 HII
SWIFT J0508.1+1727,77.09032,17.412374,9.478116,CGCG 468-002 NED01,,77.082,17.363,26.03,21.13,31.3,1.2019969E-12,2.06,1.8,2.35,2.0,0.0175,43.254536,0,5,Sy2
SWIFT J0510.7+1629,77.684074,16.507082,32.14429,IRAS 05078+1626,4U 0517+17,77.6896,16.4989,90.61,85.44,95.88,1.032192E-13,2.04,1.96,2.12,0.9,0.01788,43.815147,0,4,Sy1.5
SWIFT J0512.1-1830,77.996414,-18.530392,5.973448,ESO 553- G 022,,77.99083,-18.493889,13.72,9.26,18.72,0.0,1.82,1.37,2.36,0.7,0.04208,43.75433,0,5,Sy2
SWIFT J0516.2-0009,79.04888,-0.13794489,29.518824,Ark 120,,79.0476,-0.1498,69.95,65.22,74.8,0.0,2.06,1.97,2.16,1.9,0.0323,44.225784,0,4,Sy1
SWIFT J0516.4-1034,79.09558,-10.555167,6.7995977,MCG -02-14-009,,79.08824,-10.561505,13.58,9.89,17.71,0.0,2.24,1.87,2.69,1.9,0.028453,43.40127,0,4,Sy1
SWIFT J0501.9-3239,79.91178,-32.676815,24.83652,ESO 362-18,,79.8993,-32.6578,49.31,45.42,53.31,0.0,1.89,1.78,1.99,2.8,0.01245,43.232937,0,4,Sy1.5
SWIFT J0519.5-4545,79.92245,-45.777,20.913649,PICTOR A,,79.957,-45.779,38.59,34.93,42.38,9.522941E-12,2.01,1.87,2.14,1.5,0.03506,44.04046,0,4,Sy1/LINER
SWIFT J0521.0-2522,80.2444,-25.35849,5.9458194,2MASX J05210136-2521450,IRAS 05189-2524,80.25613,-25.362612,12.51,8.76,16.73,0.0,1.9,1.52,2.33,0.9,0.042563,43.724453,0,5,Sy2
SWIFT J0524.1-1210,81.03123,-12.189487,8.386491,IRAS 05218-1212,,81.0271,-12.1666,18.34,14.18,22.89,8.171129E-8,2.03,1.72,2.37,0.4,0.049,44.016975,0,4,Sy1
SWIFT J0526.2-2118,81.58412,-21.285484,6.6852517,ESO 553- G 043,,81.61355,-21.286587,13.85,9.75,18.43,0.0,1.83,1.43,2.28,1.0,0.027756,43.38783,0,5,Sy2
SWIFT J0543.9-2749,85.88507,-27.674923,10.323891,MCG -05-14-012,,85.8873,-27.6514,20.04,16.3,24.04,0.0,2.09,1.84,2.37,0.8,0.00992,42.642906,0,4,Sy1.2
SWIFT J0544.4+5909,86.06629,59.135914,9.839431,2MASX J05442257+5907361,,86.0941,59.1267,26.15,21.33,31.27,4.8425073E-15,1.73,1.48,1.99,0.2,0.06597,44.43985,0,5,Sy1.9
SWIFT J0552.2-0727,88.03929,-7.4342957,118.2054,NGC 2110,,88.0474,-7.4562,319.13,313.77,324.52,0.0,1.8,1.78,1.82,1.0,0.00779,43.633614,0,5,Sy2
SWIFT J0552.5+5929,88.156586,59.484467,8.895865,IRAS  05480+5927,,88.11687,59.47558,15.59,12.28,19.3,6.240266E-15,2.55,2.22,2.94,2.2,0.0585,44.10625,0,4,Sy1
SWIFT J0554.8+4625,88.762665,46.445766,54.831444,MCG +08-11-011,,88.7234,46.4393,133.44,128.77,138.18,0.0,2.01,1.96,2.06,5.7,0.02048,44.102882,0,4,Sy1.5
SWIFT J0559.8-5028,89.95103,-50.459286,11.752049,PKS 0558-504,,89.9474,-50.4477,22.1,18.39,26.05,0.0,2.0,1.77,2.25,1.8,0.1372,45.044205,0,8,Sy1 NL
SWIFT J0602.2+2829,90.5434,28.468414,24.345024,IRAS 05589+2828,,90.5446,28.4728,65.19,60.13,70.39,0.0,2.1,1.99,2.21,1.8,0.033,44.21425,0,4,Sy1
SWIFT J0606.0-2755,91.4951,-27.909767,7.3147597,2MASX J06054896-2754398,,91.454,-27.9112,11.76,8.6,15.37,0.0,2.51,2.1,3.05,0.4,0.089228,44.369083,0,4,Sy1.5
SWIFT J0601.9-8636,91.57001,-86.626495,13.055334,ESO 005- G 004,,91.4235,-86.6319,33.6,29.22,38.16,0.0,1.53,1.36,1.71,1.3,0.00623,42.460846,0,5,Sy2
SWIFT J0615.8+7101,93.83647,71.037346,55.964508,Mrk 3,,93.9015,71.0375,140.96,136.45,145.52,0.0,1.63,1.59,1.67,6.0,0.01351,43.76077,0,5,Sy2
SWIFT J0623.3-6438,95.81926,-64.628716,5.7181673,2MASX J06230765-6436211,PMN J0623-6436,95.78213,-64.60567,10.98,7.53,14.84,0.0,1.99,1.55,2.51,2.5,0.128889,44.68152,0,4,Sy1
SWIFT J0623.8+6445,95.81993,64.78101,5.4191833,NVSS J062335+644538,,95.89638,64.76006,6.86,4.5,9.91,0.0,3.14,2.41,4.23,0.6,0.086,44.101078,0,4,Sy1
SWIFT J0623.9-6058,95.92229,-60.955746,13.604146,ESO 121-IG 028,,95.94,-60.979,28.12,24.39,32.03,0.0,1.9,1.72,2.09,0.4,0.0403,44.02732,0,5,Sy2
SWIFT J0623.8-3215,95.938,-32.192963,10.52942,ESO 426- G 002,,95.9434,-32.2166,24.36,20.11,28.83,0.0,1.67,1.45,1.9,2.8,0.02243,43.444546,0,5,Sy2
SWIFT J0626.6-3702,96.64161,-37.028286,7.3765182,6dF J0626586-370559,,96.74421,-37.09961,11.69,8.09,15.74,0.0,1.94,1.52,2.42,0.5,0.039288,43.62339,0,4,Sy1.5
SWIFT J0630.7+6342,97.66276,63.707745,6.132581,UGC 03478,,98.19654,63.673668,10.13,0.0,0.0,0.117664784,2.3,0.0,0.0,0.6,0.012769,42.567795,0,4,Sy1.2
SWIFT J0632.8+6343,98.20833,63.71867,5.9912033,VII Zw 073,,97.606544,63.678112,11.14,0.0,0.0,0.17364612,1.66,0.0,0.0,0.6,0.041332,43.647808,0,5,Sy2
SWIFT J0635.8-7514,98.95087,-75.235344,8.6908045,PKS 0637-752,,98.9438,-75.2713,17.57,14.01,21.41,5.1659055E-4,1.93,1.66,2.22,0.9,0.651,46.50447,0,8,Sy1
SWIFT J0640.4-2554,100.03758,-25.903933,17.93632,ESO 490-IG026,,100.0487,-25.8954,37.42,33.35,41.66,0.0,2.05,1.9,2.2,0.5,0.0248,43.719757,0,4,Sy1.2
SWIFT J0640.1-4328,100.11274,-43.348923,7.0324745,2MASX J06403799-4321211,,100.1583,-43.3558,18.32,14.03,22.93,0.0,1.47,1.15,1.8,0.9,0.061,44.214222,0,5,Sy2
SWIFT J0641.3+3257,100.352486,32.835842,10.926372,2MASX J06411806+3249313,,100.3252,32.8254,35.08,29.33,41.13,0.0,1.67,1.44,1.9,2.1,0.047,44.261185,0,5,Sy2
SWIFT J0645.9+5303,101.59086,53.082653,5.323115,UGC 3533,,101.6108,53.0758,11.83,7.87,16.28,0.0,1.99,1.55,2.51,1.2,0.035875,43.547447,0,5,Sy2
SWIFT J0651.9+7426,103.14142,74.415855,29.715286,Mrk 6,,103.0511,74.4271,60.6,56.72,64.58,0.0,1.89,1.81,1.98,2.2,0.01881,43.685097,0,4,Sy1.5
SWIFT J0655.8+3957,103.92584,39.97514,8.732129,UGC 03601,,103.9564,40.0002,21.38,16.86,26.27,2.2246862E-5,2.02,1.74,2.35,1.3,0.01712,43.149754,0,4,Sy1.5
SWIFT J0656.4-4921,104.09097,-49.31565,5.6450768,2MASX J06561197-4919499,,104.049835,-49.330555,12.17,8.33,16.49,0.0,1.73,1.28,2.22,0.6,0.041002,43.679043,0,5,Sy2
SWIFT J0707.1+6433,106.83002,64.58808,5.4710507,VII Zw 118,,106.80474,64.59974,12.61,8.57,17.11,0.0,1.76,1.34,2.24,1.3,0.07966,44.29517,0,4,Sy1.0
SWIFT J0709.0-4642,107.23059,-46.684383,7.1266584,2MASX J07084326-4642494,,107.1803,-46.7137,13.75,10.29,17.58,0.0,1.98,1.63,2.36,1.0,0.046909,43.852684,0,5,Sy2
SWIFT J0714.2+3518,108.54516,35.29247,6.0848165,MCG +06-16-028,,108.51608,35.279278,16.71,11.97,21.93,0.0,1.7,1.34,2.1,1.1,0.015694,42.966244,0,5,Sy2
SWIFT J0714.3+4541,108.55274,45.672276,4.934809,Mrk 376,,108.5628,45.6988,8.7,5.41,12.53,0.0,2.3,1.79,2.96,1.2,0.05598,43.813118,0,4,Sy1.5
SWIFT J0718.1+4403,109.52058,44.065624,11.29208,RX J0718.0+4405,,109.5024,44.0909,24.51,20.33,28.97,0.0,2.02,1.79,2.27,2.4,0.06144,44.347153,0,4,Sy1.5
SWIFT J0726.6-3552,111.64551,-35.897,8.248496,2MASX J07262635-3554214,,111.609795,-35.90603,23.35,18.82,28.13,0.0,1.43,1.17,1.69,1.3,0.029404,43.66583,0,5,Sy2
SWIFT J0726.5+3659,111.67751,36.999584,5.329045,2MASX J07263532+3700028,,111.64725,37.00075,10.88,7.17,15.23,0.0,2.28,1.78,2.92,1.0,0.19,45.047394,0,8,"QSO, Sy1"
SWIFT J0727.4-2408,111.85161,-24.139072,8.416623,1RXS J072720.8-240629,,111.8951,-24.1039,20.21,15.57,25.25,0.0,1.79,1.46,2.14,1.1,0.123,44.902554,0,5,Sy1.9
SWIFT J0733.2+4558,113.26266,45.95852,5.0982957,1RXS J073308.7+455511,2MASSi J0733092+455506,113.2883,45.9184,10.44,6.75,14.67,0.0,2.09,1.61,2.7,1.4,0.141379,44.74688,0,8,Sy1 QSO
SWIFT J0736.9+5846,114.24602,58.7882,4.8983436,Mrk 9,,114.23741,58.770397,8.63,5.59,11.96,0.0,2.21,1.78,2.77,3.6,0.039874,43.504818,0,4,Sy1.5
SWIFT J0739.7-3142,114.93394,-31.70458,12.135465,2MASX J07394469-3143024,,114.936165,-31.717361,26.72,22.54,31.13,0.0,1.81,1.6,2.03,0.5,0.025788,43.608063,0,5,Sy2
SWIFT J0742.5+4948,115.65495,49.803013,22.758402,Mrk 79,,115.6367,49.8097,46.57,42.6,50.67,0.0,2.04,1.92,2.16,1.8,0.02219,43.716473,0,4,Sy1.2
SWIFT J0743.0+6513,115.75912,65.209404,4.9497585,Mrk 78,,115.67388,65.17707,10.74,6.73,15.39,0.0,1.74,1.2,2.33,0.9,0.03715,43.536617,0,5,Sy2
SWIFT J0743.3-2546,115.79796,-25.78832,10.140187,LEDA 86073,,115.8114,-25.7639,20.7,16.64,25.08,0.0,2.12,1.84,2.44,0.6,0.023,43.396008,0,4,Sy1.2
SWIFT J0747.5+6057,116.85416,60.91206,7.9161296,Mrk 10,,116.8714,60.9335,14.8,11.3,18.65,0.0,2.07,1.76,2.43,1.7,0.02926,43.463448,0,4,Sy1.2
SWIFT J0752.2+1937,118.102066,19.615097,6.7748666,2MASX J07521780+1935423,,118.07433,19.595083,15.71,11.38,20.55,0.0,2.09,1.72,2.52,0.4,0.117227,44.74814,0,8,"QSO, Sy1"
SWIFT J0753.1+4559,118.274414,45.977757,5.65287,B3 0749+460A,1RXS J075243.6+455653,118.18416,45.949272,15.41,10.93,20.35,0.0,1.58,1.19,1.99,0.9,0.051799,43.99138,0,4,Sy1
SWIFT J0756.3-4137,119.073524,-41.62208,5.422737,2MASX J07561963-4137420,IGR J07565-4139,119.0817,-41.6284,10.54,6.78,14.9,0.0,2.05,1.55,2.7,0.7,0.021,43.022556,0,5,Sy2
SWIFT J0759.8-3844,119.94477,-38.74506,25.939465,2MASS J07594181-3843560,IGR J07597-3842,119.92425,-38.73222,50.64,46.76,54.63,0.0,2.05,1.95,2.16,0.9,0.04,44.27612,0,4,Sy1.2
SWIFT J0800.5+2327,119.957565,23.3889,11.949484,2MASX J07595347+2323241,CGCG 118-036,119.9728,23.3901,34.54,29.31,40.03,0.0,1.7,1.5,1.91,0.2,0.02918,43.829075,0,5,Sy2
SWIFT J0800.1+2638,120.08556,26.632627,12.144791,IC 0486,,120.0874,26.6135,32.16,27.24,37.34,0.0,1.81,1.6,2.02,0.1,0.02688,43.725273,0,4,Sy1
SWIFT J0803.4+0842,120.87004,8.703838,7.918968,2MASX J08032736+0841523,,120.8641,8.6978,17.32,13.27,21.74,0.0,2.25,1.93,2.62,1.7,0.0468,43.95084,0,6,Sy1
SWIFT J0804.2+0507,121.03831,5.101251,23.029978,Mrk 1210,Phoenix galaxy,121.0244,5.1138,54.44,49.85,59.18,0.0,2.05,1.94,2.17,2.6,0.0135,43.34694,0,5,Sy2
SWIFT J0804.6+1045,121.161934,10.76657,5.482644,MCG +02-21-013,,121.19325,10.776722,15.22,9.99,21.12,0.0,1.71,1.21,2.25,1.2,0.034434,43.62035,0,4,Sy2Sy1 Galaxy pair
SWIFT J0807.9+3859,121.97134,38.988483,5.0164323,Mrk 622,,121.92098,39.004215,9.65,6.0,13.94,0.0,2.07,1.56,2.7,1.2,0.023229,43.07332,0,5,Sy2
SWIFT J0810.9+7602,122.725815,76.031525,10.1027565,PG 0804+761,PG 0804+761,122.744,76.045,14.72,11.74,18.02,0.0,2.44,2.14,2.8,0.5,0.1,44.571903,0,4,Sy1
SWIFT J0814.3+0423,123.579506,4.3651385,8.944864,CGCG 031-072,,123.6055,4.342444,20.88,16.14,26.01,0.0,1.88,1.59,2.2,0.7,0.03305,43.721146,0,4,Sy1
SWIFT J0817.8+0251,124.41824,2.8027055,6.076177,1RXS J081749.0+025104,,124.455,2.849917,13.18,8.92,18.04,0.0,2.06,1.62,2.58,0.5,0.106,44.578003,0,4,Sy1
SWIFT J0818.1+0120,124.56959,1.382615,7.9114566,2MASX J08181469+0122266,,124.561,1.374,21.59,16.57,27.01,0.0,1.71,1.4,2.03,0.8,0.089,44.63057,0,5,Sy1.8
SWIFT J0819.2-2259,124.7244,-22.873133,4.810726,RX J0818.9-2252,,124.741,-22.877,12.06,7.29,17.6,0.0,1.77,1.16,2.48,1.8,0.03459,43.523308,0,4,Sy1
SWIFT J0823.4-0457,125.75165,-4.912584,16.971579,Fairall 272,,125.7546,-4.9349,46.43,41.25,51.81,0.0,1.69,1.54,1.84,1.3,0.02182,43.70032,0,5,Sy2
SWIFT J0830.1+4154,127.45827,41.902603,6.110195,2MASX J08294266+4154366,,127.42775,41.910194,13.03,9.11,17.44,4.597705E-18,1.94,1.53,2.41,0.5,0.126327,44.736984,0,4,Sy1
SWIFT J0830.4-6723,127.60641,-67.38126,4.881771,2MASX J08301655-6725289,,127.56892,-67.42475,7.97,5.02,11.43,0.0,2.33,1.8,3.03,0.5,0.034761,43.347813,0,5,Sy1.8
SWIFT J0832.5+3703,128.15588,37.130817,8.775165,FBQS J083225.3+370736,,128.106,37.127,16.5,12.49,20.96,0.0,2.04,1.7,2.43,0.6,0.09191,44.543465,0,4,Sy1.2
SWIFT J0843.5+3551,130.90866,35.862335,5.649402,2MASX J08434495+3549421,,130.93747,35.82833,10.74,7.02,15.03,0.0,1.99,1.53,2.55,0.8,0.053954,43.871326,0,5,Sy2
SWIFT J0845.0-3531,131.32188,-35.468185,6.4748898,1RXS J084521.7-353048,,131.3404,-35.5133,12.76,9.02,16.98,0.0,2.03,1.63,2.48,0.6,0.137,44.804287,0,8,QSO Sy1.2
SWIFT J0845.3+1420,131.3448,14.344151,8.860143,2MASX J08451850+1420345,IRAS F08425+1431,131.3272,14.3428,19.91,15.36,24.88,0.0,1.99,1.68,2.34,0.8,0.060631,44.24487,0,5,Sy1.9
SWIFT J0855.6+6425,133.83173,64.41107,8.650684,MCG +11-11-032,,133.80234,64.39594,17.71,13.93,21.81,0.0,1.83,1.54,2.13,1.4,0.036,43.725784,0,5,Sy2
SWIFT J0856.0+7812,134.0026,78.19399,6.629824,NGC 2655,,133.90721,78.22308,13.44,9.72,17.54,0.0,1.76,1.4,2.15,0.9,0.00467,41.811523,0,5,Sy2
SWIFT J0902.0+6007,135.62068,60.10706,5.519849,Mrk 18,,135.493,60.152,12.21,8.07,16.86,0.0,1.57,1.1,2.08,1.8,0.01109,42.52534,0,5,Sy2
SWIFT J0902.7-4814,135.67834,-48.227222,13.11442,2MASX J09023729-4813339,IGR J09026-4812,135.6555,-48.2261,29.41,25.37,33.66,0.0,1.9,1.72,2.1,0.7,0.0391,44.019783,0,4,Sy1
SWIFT J0902.8-7414,135.86359,-74.239975,4.9462767,2MASX J09034285-7414170,,135.92871,-74.23811,12.87,8.58,17.68,0.0,1.5,1.01,2.0,0.7,0.091016,44.42654,0,5,Sy2
SWIFT J0904.3+5538,136.16443,55.595814,7.9197116,2MASX J09043699+5536025,,136.154,55.6008,15.2,11.47,19.33,0.0,1.93,1.6,2.31,1.1,0.037,43.683846,0,4,Sy1
SWIFT J0911.2+4533,137.90442,45.489216,9.326592,2MASX J09112999+4528060,,137.8749,45.4683,16.0,12.64,19.7,0.0,2.18,1.88,2.51,0.6,0.02678,43.418774,0,5,Sy2
SWIFT J0917.2-6221,139.02448,-62.339725,17.624533,IRAS 09149-6206,,139.0392,-62.3249,31.8,28.27,35.5,0.0,2.23,2.06,2.4,0.6,0.0573,44.397087,0,4,Sy1
SWIFT J0918.5+1618,139.63179,16.286604,16.611956,Mrk 704,,139.6084,16.3053,33.09,28.98,37.41,0.0,2.09,1.92,2.27,0.9,0.02923,43.81197,0,4,Sy1.5
SWIFT J0919.2+5528,139.9125,55.403362,4.91108,SBS 0915+556,,139.80496,55.465286,8.13,4.9,11.95,1.173533E-13,1.96,1.44,2.56,1.3,0.0494,43.67098,0,5,Sy2
SWIFT J0920.1+3712,140.03741,37.207554,10.753802,IC 2461,,139.992,37.191,19.91,16.15,23.97,0.0,2.03,1.78,2.31,0.3,0.00754,42.40022,0,5,Sy1.9
SWIFT J0920.8-0805,140.17664,-8.063535,19.355131,MCG -01-24-012,,140.1927,-8.0561,40.82,36.7,45.1,0.0,2.17,2.03,2.32,1.8,0.01964,43.551544,0,5,Sy2
SWIFT J0923.7+2255,140.94696,22.925064,17.384823,MCG +04-22-042,,140.9292,22.909,39.86,35.5,44.38,5.3835016E-8,1.84,1.7,1.99,0.6,0.03235,43.98291,0,4,Sy1.2
SWIFT J0925.2-8423,141.26329,-84.37884,5.5443087,2MASX J09261742-8421330,,141.57355,-84.35931,8.83,5.67,12.67,0.0,2.37,1.78,3.13,1.1,0.063237,43.929916,0,5,Sy2
SWIFT J0925.0+5218,141.29477,52.27384,32.068348,Mrk 110,,141.3036,52.2863,57.17,53.59,60.85,0.0,2.03,1.94,2.11,1.5,0.03529,44.216976,0,4,Sy1
SWIFT J0926.1+6931,141.52106,69.50917,6.166842,2MASX J09254750+6927532,,141.4481,69.4648,9.23,6.18,12.84,0.0,2.21,1.73,2.8,0.4,0.039,43.514202,0,4,Sy1
SWIFT J0927.3+2301,141.89917,23.00689,5.3317122,NGC 2885,,141.82712,23.020103,15.91,10.98,21.3,6.4534E-7,1.4,0.96,1.86,0.9,0.026315,43.40081,0,4,Sy1
SWIFT J0929.7+6232,142.42686,62.520157,5.4576874,CGCG 312-012,,142.40775,62.544037,9.04,5.9,12.67,2.0048017E-9,1.99,1.52,2.55,0.6,0.025611,43.131298,0,5,Sy2
SWIFT J0934.7-2156,143.66812,-21.932007,5.776457,ESO 565- G 019,,143.6815,-21.927807,20.68,15.1,26.73,0.0,1.37,0.97,1.76,0.3,0.016285,43.091316,0,5,Sy2
SWIFT J0935.5+2616,143.86624,26.265934,7.1771975,2MASX J09352707+2617093,,143.8629,26.28603,13.27,9.74,17.19,0.0,2.17,1.82,2.6,0.7,0.12225,44.714123,0,4,Sy1
SWIFT J0935.9+6120,143.98283,61.334934,4.826043,MCG +10-14-025,,143.96521,61.353138,7.83,4.84,11.36,0.0,2.1,1.57,2.75,0.5,0.039367,43.45113,0,4,Sy1.5/LINER/LIRG
SWIFT J0936.2-6553,144.01053,-65.83097,5.747003,2MASX J09360622-6548336,,144.02605,-65.80928,12.97,9.22,17.14,0.0,1.81,1.44,2.22,1.2,0.03922,43.666965,0,5,Sy1.8
SWIFT J0942.2+2344,145.55452,23.728792,5.1961637,CGCG 122-055,,145.51996,23.685263,13.76,9.33,18.6,0.0,1.51,1.09,1.96,2.0,0.021371,43.153786,0,4,Sy1
SWIFT J0945.6-1420,146.44775,-14.302179,10.745416,NGC 2992,,146.4252,-14.3264,26.89,22.13,31.96,0.0,1.94,1.71,2.19,0.3,0.00771,42.550217,0,5,Sy2
SWIFT J0947.6-3057,146.93425,-30.938202,97.74486,MCG -05-23-016,,146.9173,-30.9489,201.3,197.09,205.52,0.0,2.16,2.13,2.19,19.3,0.00849,43.508698,0,5,Sy2
SWIFT J0951.9-0649,147.97348,-6.8277144,7.090046,NGC 3035,,147.9793,-6.8229,19.32,14.58,24.5,0.0,1.76,1.44,2.11,0.7,0.0145,42.95976,0,4,Sy1Sy2
SWIFT J0952.3-6234,148.06905,-62.57467,7.6674705,IGR J09523-6231,CXO J095220.1-623234,148.084,-62.543,15.92,12.13,20.05,0.0,1.94,1.61,2.3,1.1,0.252,45.488586,0,8,Sy1.9
SWIFT J0959.5-2248,149.85788,-22.847132,30.410892,NGC 3081,,149.8731,-22.8263,83.17,78.06,88.38,0.0,1.77,1.7,1.86,2.6,0.00796,43.068478,0,5,Sy2
SWIFT J0959.9+1303,149.89853,13.033812,4.883199,NGC 3080,,149.98265,13.043821,5.89,2.69,10.2,0.0,2.38,1.49,3.84,0.6,0.035428,43.233402,0,4,Sy1
SWIFT J0959.7-3112,149.94875,-31.215513,8.068105,2MASX J09594263-3112581,1RXS J095942.1-311300,149.9277,-31.216223,17.24,13.12,21.77,0.0,2.11,1.78,2.49,0.4,0.037,43.738537,0,4,Sy1
SWIFT J1001.7+5543,150.5027,55.65099,17.234837,NGC 3079,,150.4908,55.6798,33.03,29.34,36.85,0.0,1.73,1.59,1.87,3.9,0.00372,42.00385,0,5,Sy2
SWIFT J1003.4-3726,150.81209,-37.399155,5.092526,ESO 374- G 025,,150.84837,-37.395863,10.51,6.69,14.98,0.0,2.13,1.62,2.77,1.3,0.023673,43.12713,0,4,Sy1
SWIFT J1005.9-2305,151.49956,-23.063929,5.728794,ESO 499- G 041,,151.48071,-23.056944,14.63,9.94,19.9,0.0,1.94,1.5,2.46,0.5,0.012772,42.72764,0,4,Sy1.5
SWIFT J1008.6-0955,152.2103,-9.917586,4.9321885,2MASX J10084862-0954510,,152.2025,-9.9142,13.26,8.49,18.74,0.0,1.81,1.31,2.39,1.2,0.057253,44.016464,0,5,Sy1.8
SWIFT J1009.3-4250,152.44351,-42.811466,14.3012295,ESO 263- G 013,,152.4509,-42.8112,35.35,30.72,40.19,0.0,1.79,1.62,1.97,1.4,0.03329,43.95624,0,5,Sy2
SWIFT J1010.1-5747,152.75249,-57.824413,15.2036295,CD-57 3057,IGR J10109-5746,152.7623,-57.8039,22.18,19.52,25.02,0.0038338134,2.95,2.72,3.21,1.0,0.0,-Infinity,0,12,Symb/WD
SWIFT J1013.5-3601,153.32008,-35.967747,6.9398274,ESO 374- G 044,,153.333,-35.9827,20.07,14.98,25.59,0.0,1.54,1.19,1.91,0.2,0.02845,43.570824,0,5,Sy2
SWIFT J1021.7-0327,155.41106,-3.4851196,8.234705,ARK 241,,155.41766,-3.453889,20.41,15.35,25.93,1.0956257E-8,1.81,1.46,2.2,1.1,0.040845,43.90016,0,4,Sy1
SWIFT J1023.5+1952,155.89842,19.850544,58.286705,NGC 3227,,155.8774,19.8651,109.94,106.02,113.92,0.0,2.01,1.96,2.06,4.7,0.00386,42.55828,0,4,Sy1.5
SWIFT J1029.8-3821,157.36763,-38.368313,5.0066056,ESO 317- G 038,,157.44005,-38.348557,12.15,7.54,17.4,0.0,1.7,1.17,2.28,0.9,0.01515,42.796844,0,5,Sy2
SWIFT J1031.9-1418,157.97112,-14.29364,14.547167,2MASSi J1031543-141651,QSO B1029-140,157.9763,-14.2809,32.52,28.26,37.01,0.0,2.12,1.94,2.31,1.9,0.086,44.776905,0,4,Sy1
