id | Fermi name | Counterpart name | RA (J2000.0) | Dec (J2000.0) | Class | Redshift | Flux 1-100 GeV (ph/cm2/s) | Spectral index
443 | 2FGLJ0252.7-2218 | PKS 0250-225 | 43.2 | -22.32378 | FSRQ | 1.419 | (50.3+/-2.8) e-10 | 2.189
444 | 2FGLJ0257.7-1213 | PB 09399 | 44.42083 | -12.20042 | FSRQ | 1.391 | (5.5+/-1.2) e-10 | 2.388
445 | 2FGLJ0259.5+0740 | PKS 0256+075 | 44.8625 | 7.79417 | FSRQ | 0.893 | (6.3+/-1.5) e-10 | 2.388
446 | 2FGLJ0303.5-6209 | PKS 0302-623 | 45.96167 | -62.19042 | FSRQ | 1.348 | (11.2+/-1.4) e-10 | 2.48
447 | 2FGLJ0302.7-7919 | PMN J0303-7914 | 45.83417 | -79.24875 | FSRQ | 1.053 | (6.4+/-1.3) e-10 | 2.198
448 | 2FGLJ0309.1+1027 | PKS 0306+102 | 47.265 | 10.48775 | FSRQ | 0.863 | (15.2+/-2) e-10 | 2.259
449 | 2FGLJ0310.7+3813 | B3 0307+380 | 47.70792 | 38.24814 | FSRQ | 0.816 | (5.9+/-1.4) e-10 | 2.249
450 | 2FGLJ0310.0-6058 | PKS 0308-611 | 47.48333 | -60.97775 | FSRQ | 1.479 | (10.9+/-1.5) e-10 | 2.561
451 | 2FGLJ0312.6+0132 | PKS 0310+013 | 48.18125 | 1.55472 | FSRQ | 0.664 | (14.7+/-1.8) e-10 | 2.26
452 | 2FGLJ0315.8-1024 | PKS 0313-107 | 48.9875 | -10.52828 | FSRQ | 1.565 | (7.5+/-1.5) e-10 | 2.182
453 | 2FGLJ0326.1+2226 | TXS 0322+222 | 51.40333 | 22.40028 | FSRQ | 2.066 | (11.3+/-1.8) e-10 | 2.411
454 | 2FGLJ0339.4-0144 | PKS 0336-01 | 54.87875 | -1.77661 | FSRQ | 0.852 | (13.5+/-1.7) e-10 | 2.475
455 | 2FGLJ0342.4+3859 | GB6 J0342+3858 | 55.56792 | 38.98492 | FSRQ | 0.945 | (11.2+/-1.7) e-10 | 2.311
456 | 2FGLJ0348.6-2750 | PKS 0346-27 | 57.15875 | -27.82067 | FSRQ | 0.987 | (6.5+/-1.2) e-10 | 2.32
457 | 2FGLJ0350.0-2104 | PKS 0347-211 | 57.49083 | -21.04661 | FSRQ | 2.944 | (21.5+/-2) e-10 | 2.228
458 | 2FGLJ0403.9-3604 | PKS 0402-362 | 60.97375 | -36.08381 | FSRQ | 1.417 | (55.5+/-2.9) e-10 | 2.298
459 | 2FGLJ0405.8-1309 | PKS 0403-13 | 61.39125 | -13.13736 | FSRQ | 0.571 | (4.6+/-1.2) e-10 | 2.347
460 | 2FGLJ0407.7+0740 | TXS 0404+075 | 61.87125 | 7.70208 | FSRQ | 1.133 | (7.2+/-1.6) e-10 | 2.442
461 | 2FGLJ0407.3-3826 | PKS 0405-385 | 61.74542 | -38.44119 | FSRQ | 1.285 | (20.1+/-1.9) e-10 | 2.338
462 | 2FGLJ0413.5-5332 | PMN J0413-5332 | 63.30625 | -53.53333 | FSRQ | 1.024 | (11.4+/-1.5) e-10 | 2.414
463 | 2FGLJ0416.7-1849 | PKS 0414-189 | 64.15208 | -18.85233 | FSRQ | 1.536 | (11.8+/-1.6) e-10 | 2.195
464 | 2FGLJ0422.1-0645 | PMN J0422-0643 | 65.54458 | -6.72897 | FSRQ | 0.242 | (6.9+/-1.3) e-10 | 2.394
465 | 2FGLJ0423.2-0120 | PKS 0420-01 | 65.81583 | -1.34236 | FSRQ | 0.916 | (66.5+/-3.2) e-10 | 2.298
466 | 2FGLJ0439.0-1252 | PKS 0436-129 | 69.64583 | -12.85094 | FSRQ | 1.285 | (4.6+/-1.2) e-10 | 2.354
467 | 2FGLJ0442.7-0017 | PKS 0440-00 | 70.66083 | -0.29525 | FSRQ | 0.844 | (59.2+/-2.9) e-10 | 2.441
468 | 2FGLJ0448.6-2118 | PKS 0446-212 | 72.0725 | -21.16247 | FSRQ | 1.971 | (4.3+/-1.2) e-10 | 2.326
469 | 2FGLJ0453.1-2807 | PKS 0451-28 | 73.31083 | -28.12686 | FSRQ | 2.56 | (19.3+/-1.7) e-10 | 2.656
470 | 2FGLJ0456.5-3132 | PMN J0456-3135 | 74.15292 | -31.60353 | FSRQ | 0.865 | (4.8+/-1.1) e-10 | 2.418
471 | 2FGLJ0457.0-2325 | PKS 0454-234 | 74.26292 | -23.41447 | FSRQ | 1.003 | (227+/-5.4) e-10 | 2.033
472 | 2FGLJ0501.2-0155 | S3 0458-02 | 75.30333 | -1.98692 | FSRQ | 2.291 | (9.1+/-1.5) e-10 | 2.517
473 | 2FGLJ0502.5+0607 | PKS 0459+060 | 75.56417 | 6.15222 | FSRQ | 1.106 | (5.4+/-1.4) e-10 | 2.461
474 | 2FGLJ0505.5+0501 | PKS 0502+049 | 76.34625 | 4.99519 | FSRQ | 0.954 | (13+/-1.9) e-10 | 2.352
475 | 2FGLJ0505.8-0411 | S3 0503-04 | 76.46292 | -4.32386 | FSRQ | 1.481 | (6+/-1.4) e-10 | 2.213
476 | 2FGLJ0509.2+1013 | PKS 0506+101 | 77.36417 | 10.19572 | FSRQ | 0.621 | (12.8+/-1.9) e-10 | 2.325
477 | 2FGLJ0507.5-6102 | PMN J0507-6104 | 76.97708 | -61.07864 | FSRQ | 1.089 | (13+/-1.6) e-10 | 2.365
478 | 2FGLJ0516.5-4601 | PKS 0514-459 | 78.93667 | -45.9455 | FSRQ | 0.194 | (4.3+/-1.2) e-10 | 2.468
479 | 2FGLJ0521.9+0108 | PKS 0519+01 | 80.57292 | 1.22542 | FSRQ | 2.941 | (3.9+/-1.3) e-10 | 1.593
480 | 2FGLJ0526.1-4829 | PKS 0524-485 | 81.56875 | -48.5105 | FSRQ | 1.3 | (14.8+/-1.8) e-10 | 2.203
481 | 2FGLJ0530.8+1333 | PKS 0528+134 | 82.735 | 13.532 | FSRQ | 2.07 | (25.7+/-2.9) e-10 | 2.218
482 | 2FGLJ0532.7+0733 | OG 050 | 83.1625 | 7.54539 | FSRQ | 1.254 | (41.2+/-2.8) e-10 | 2.312
483 | 2FGLJ0539.3-2841 | PKS 0537-286 | 84.97625 | -28.66561 | FSRQ | 3.104 | (6.1+/-1.2) e-10 | 2.825
484 | 2FGLJ0540.4-5415 | PKS 0539-543 | 85.18875 | -54.30483 | FSRQ | 1.186 | (7.9+/-1.4) e-10 | 2.566
485 | 2FGLJ0531.8-8324 | PKS 0541-834 | 83.40292 | -83.40944 | FSRQ | 0.774 | (13.2+/-1.8) e-10 | 2.154
486 | 2FGLJ0601.1-7037 | PKS 0601-70 | 90.29542 | -70.60258 | FSRQ | 2.409 | (36.1+/-2.5) e-10 | 2.116
487 | 2FGLJ0608.0-0836 | PKS 0605-08 | 91.99875 | -8.58064 | FSRQ | 0.87 | (17.8+/-2.2) e-10 | 2.358
488 | 2FGLJ0608.0-1521 | PMN J0608-1520 | 92.00625 | -15.34361 | FSRQ | 1.094 | (23.4+/-2.4) e-10 | 2.173
489 | 2FGLJ0611.8-6059 | PKS 0609-609 | 92.62542 | -60.97678 | FSRQ | 1.775 | (5.2+/-1.2) e-10 | 2.363
490 | 2FGLJ0635.0-2334 | CGRaBS J0634-2335 | 98.74583 | -23.58669 | FSRQ | 1.535 | (5.1+/-1.3) e-10 | 2.19
491 | 2FGLJ0635.5-7516 | PKS 0637-75 | 98.93708 | -75.27094 | FSRQ | 0.651 | (17.3+/-1.8) e-10 | 2.648
492 | 2FGLJ0654.5+5043 | GB6 J0654+5042 | 103.59208 | 50.70647 | FSRQ | 1.253 | (28+/-2.1) e-10 | 2.038
493 | 2FGLJ0654.2+4514 | B3 0650+453 | 103.59875 | 45.23978 | FSRQ | 0.928 | (34.5+/-2.3) e-10 | 2.278
494 | 2FGLJ0701.7-4630 | PKS 0700-465 | 105.39292 | -46.57678 | FSRQ | 0.822 | (14.9+/-2) e-10 | 2.163
495 | 2FGLJ0714.0+1933 | MG2 J071354+1934 | 108.48167 | 19.58375 | FSRQ | 0.54 | (51.9+/-3) e-10 | 2.012
496 | 2FGLJ0719.3+3306 | B2 0716+33 | 109.83083 | 33.11931 | FSRQ | 0.779 | (82.9+/-3.5) e-10 | 1.897
497 | 2FGLJ0725.3+1426 | 4C +14.23 | 111.32 | 14.42036 | FSRQ | 1.038 | (96.3+/-3.8) e-10 | 2.036
498 | 2FGLJ0727.0-4726 | PMN J0726-4728 | 111.60917 | -47.48183 | FSRQ | 1.685 | (10.6+/-1.8) e-10 | 2.343
499 | 2FGLJ0733.9+5023 | TXS 0730+504 | 113.46875 | 50.36917 | FSRQ | 0.718 | (6.5+/-1.2) e-10 | 2.355
500 | 2FGLJ0739.2+0138 | PKS 0736+01 | 114.825 | 1.61789 | FSRQ | 0.18941 | (25.4+/-2.3) e-10 | 2.229
501 | 2FGLJ0742.6+5442 | GB6 J0742+5444 | 115.66542 | 54.74006 | FSRQ | 0.723 | (25.2+/-1.9) e-10 | 2.308
502 | 2FGLJ0746.6+2549 | B2 0743+25 | 116.6075 | 25.817 | FSRQ | 2.979 | (5.8+/-1.2) e-10 | 2.846
503 | 2FGLJ0747.7+4501 | B3 0745+453 | 117.27667 | 45.17603 | FSRQ | 0.192 | (4.8+/-1.2) e-10 | 2.243
504 | 2FGLJ0750.6+1230 | OI 280 | 117.71667 | 12.51775 | FSRQ | 0.889 | (14.8+/-1.7) e-10 | 2.424
505 | 2FGLJ0805.5+6145 | TXS 0800+618 | 121.32583 | 61.73972 | FSRQ | 3.033 | (9.8+/-1.2) e-10 | 2.744
506 | 2FGLJ0805.2-0121 | PKS B0802-010 | 121.3075 | -1.18764 | FSRQ | 1.394 | (4.8+/-1.2) e-10 | 2.139
507 | 2FGLJ0808.2-0750 | PKS 0805-07 | 122.06458 | -7.85256 | FSRQ | 1.837 | (150+/-4.8) e-10 | 1.928
508 | 2FGLJ0824.9+5552 | OJ 535 | 126.19667 | 55.87844 | FSRQ | 1.41812 | (8.3+/-1.2) e-10 | 2.684
509 | 2FGLJ0824.7+3914 | 4C +39.23 | 126.23083 | 39.27822 | FSRQ | 1.216 | (4.1+/-1.1) e-10 | 2.639
510 | 2FGLJ0830.5+2407 | S3 0827+24 | 127.71708 | 24.18294 | FSRQ | 0.941978 | (11.2+/-1.4) e-10 | 2.674
511 | 2FGLJ0834.3+4221 | OJ 451 | 128.47458 | 42.40053 | FSRQ | 0.249073 | (7.1+/-1.3) e-10 | 2.332
512 | 2FGLJ0841.6+7052 | 4C +71.07 | 130.35167 | 70.89481 | FSRQ | 2.218 | (72.2+/-9.9) e-11 | 2.948
513 | 2FGLJ0839.6+0059 | PKS 0837+012 | 129.95667 | 1.07411 | FSRQ | 1.123 | (7.9+/-1.4) e-10 | 2.21
514 | 2FGLJ0850.2-1212 | BZQ J0850-1213 | 132.54 | -12.22647 | FSRQ | 0.566 | (46.4+/-2.8) e-10 | 2.045
515 | 2FGLJ0903.4+4651 | S4 0859+47 | 135.76667 | 46.85128 | FSRQ | 1.466 | (4.3+/-1.1) e-10 | 2.27
516 | 2FGLJ0909.1+0121 | PKS 0906+01 | 137.29208 | 1.35983 | FSRQ | 1.02554 | (32.1+/-2.5) e-10 | 2.577
517 | 2FGLJ0909.7-0229 | PKS 0907-023 | 137.43708 | -2.52506 | FSRQ | 0.957 | (19.7+/-1.9) e-10 | 2.278
518 | 2FGLJ0910.9+2246 | TXS 0907+230 | 137.67542 | 22.80975 | FSRQ | 2.661 | (12.1+/-1.8) e-10 | 2.246
519 | 2FGLJ0912.1+4126 | B3 0908+416B | 138.04833 | 41.43586 | FSRQ | 2.563 | (5.3+/-1.1) e-10 | 2.3
520 | 2FGLJ0917.0+3900 | S4 0913+39 | 139.20375 | 38.90789 | FSRQ | 1.267 | (39+/-9.7) e-11 | 2.533
521 | 2FGLJ0921.9+6216 | OK 630 | 140.40083 | 62.26422 | FSRQ | 1.45322 | (8.2+/-1.2) e-10 | 2.512
522 | 2FGLJ0920.9+4441 | S4 0917+44 | 140.24333 | 44.69819 | FSRQ | 2.18879 | (91+/-3.4) e-10 | 2.109
523 | 2FGLJ0923.2+4125 | B3 0920+416 | 140.88 | 41.42428 | FSRQ | 1.732 | (10.3+/-1.4) e-10 | 2.31
524 | 2FGLJ0924.0+2819 | B2 0920+28 | 140.96458 | 28.25747 | FSRQ | 0.744 | (5.8+/-1.2) e-10 | 2.636
525 | 2FGLJ0927.9-2041 | PKS 0925-203 | 141.96667 | -20.58161 | FSRQ | 0.348 | (6+/-1.3) e-10 | 2.529
526 | 2FGLJ0937.6+5009 | GB6 J0937+5008 | 144.30125 | 50.14789 | FSRQ | 0.275701 | (4.7+/-1) e-10 | 2.504
527 | 2FGLJ0946.5+1015 | TXS 0943+105 | 146.64583 | 10.28511 | FSRQ | 1.0055 | (9.7+/-1.4) e-10 | 2.485
528 | 2FGLJ0948.8+4040 | 4C +40.24 | 147.23042 | 40.66242 | FSRQ | 1.249 | (4.2+/-1) e-10 | 2.556
529 | 2FGLJ0956.9+2516 | OK 290 | 149.2075 | 25.25439 | FSRQ | 0.707969 | (12.6+/-1.6) e-10 | 2.394
530 | 2FGLJ0957.7+5522 | 4C +55.17 | 149.40875 | 55.38258 | FSRQ | 0.899298 | (112+/-3.8) e-10 | 1.831
531 | 2FGLJ0957.6-1350 | PMN J0957-1350 | 149.32542 | -13.83336 | FSRQ | 1.323 | (7.2+/-1.3) e-10 | 2.457
532 | 2FGLJ1007.1-2157 | PKS 1004-217 | 151.69333 | -21.989 | FSRQ | 0.33 | (9+/-1.5) e-10 | 2.53
533 | 2FGLJ1010.8-0158 | PKS 1008-01 | 152.71542 | -2.00533 | FSRQ | 0.887 | (5.6+/-1.2) e-10 | 2.127
534 | 2FGLJ1012.6+2440 | MG2 J101241+2439 | 153.17208 | 24.65633 | FSRQ | 1.805 | (43.5+/-2.7) e-10 | 2.048
535 | 2FGLJ1014.1+2306 | 4C +23.24 | 153.69583 | 23.02014 | FSRQ | 0.566 | (4.6+/-1.2) e-10 | 2.536
536 | 2FGLJ1016.0+0513 | TXS 1013+054 | 154.01292 | 5.21761 | FSRQ | 1.7137 | (44+/-2.8) e-10 | 2.083
537 | 2FGLJ1017.0+3531 | B2 1015+35B | 154.54583 | 35.71125 | FSRQ | 1.22806 | (22.9+/-8.5) e-11 | 2.895
538 | 2FGLJ1018.3-3119 | PKS 1016-311 | 154.61958 | -31.39853 | FSRQ | 0.794 | (5.5+/-1.3) e-10 | 2.663
539 | 2FGLJ1023.8-3248 | PKS 1021-323 | 156.00167 | -32.57089 | FSRQ | 1.568 | (4+/-1.2) e-10 | 2.6
540 | 2FGLJ1033.2+4117 | S4 1030+41 | 158.26542 | 41.26847 | FSRQ | 1.11674 | (11.3+/-1.4) e-10 | 2.444
541 | 2FGLJ1037.5-2820 | PKS B1035-281 | 159.42667 | -28.38461 | FSRQ | 1.066 | (10.4+/-1.5) e-10 | 2.646
542 | 2FGLJ1040.7+0614 | 4C +06.41 | 160.32125 | 6.17122 | FSRQ | 1.264 | (10.9+/-1.5) e-10 | 2.523
543 | 2FGLJ1042.6+8053 | S5 1039+81 | 161.09583 | 80.91106 | FSRQ | 1.26 | (4.6+/-1.1) e-10 | 2.54
544 | 2FGLJ1048.3+7144 | S5 1044+71 | 162.11458 | 71.72642 | FSRQ | 1.15 | (24.2+/-1.8) e-10 | 2.342
545 | 2FGLJ1057.1+7001 | S5 1053+70 | 164.22375 | 70.19608 | FSRQ | 2.492 | (5.9+/-1) e-10 | 2.641
546 | 2FGLJ1059.4+8113 | S5 1053+81 | 164.54833 | 81.24247 | FSRQ | 0.706 | (8.3+/-1.2) e-10 | 2.579
547 | 2FGLJ1106.1+2814 | MG2 J110606+2812 | 166.53 | 28.21311 | FSRQ | 0.843 | (8.9+/-1.3) e-10 | 2.229
548 | 2FGLJ1107.2-4448 | PKS 1104-445 | 166.78542 | -44.81872 | FSRQ | 1.598 | (9.3+/-1.6) e-10 | 2.671
549 | 2FGLJ1112.4+3450 | TXS 1109+350 | 168.16125 | 34.77764 | FSRQ | 1.95583 | (16.8+/-1.7) e-10 | 2.367
550 | 2FGLJ1118.1-4629 | PKS 1116-46 | 169.61208 | -46.57072 | FSRQ | 0.713 | (6.1+/-1.4) e-10 | 2.623
551 | 2FGLJ1120.4+0710 | MG1 J112039+0704 | 170.16 | 7.07953 | FSRQ | 1.336 | (8.8+/-1.4) e-10 | 1.982
552 | 2FGLJ1124.2+2338 | OM 235 | 171.01125 | 23.61275 | FSRQ | 1.549 | (6.2+/-1.2) e-10 | 2.41
553 | 2FGLJ1126.6-1856 | PKS 1124-186 | 171.76833 | -18.95506 | FSRQ | 1.048 | (34+/-2.4) e-10 | 2.356
554 | 2FGLJ1127.6+3622 | MG2 J112758+3620 | 171.995 | 36.34122 | FSRQ | 0.884 | (7.3+/-1.2) e-10 | 2.236
555 | 2FGLJ1130.3-1448 | PKS 1127-14 | 172.52917 | -14.82425 | FSRQ | 1.184 | (18+/-1.7) e-10 | 2.697
556 | 2FGLJ1146.9+4000 | S4 1144+40 | 176.74292 | 39.97631 | FSRQ | 1.0882 | (20.4+/-1.8) e-10 | 2.353
557 | 2FGLJ1146.8-3812 | PKS 1144-379 | 176.75542 | -38.20317 | FSRQ | 1.048 | (15.9+/-1.8) e-10 | 2.312
558 | 2FGLJ1147.7-0724 | PKS 1145-071 | 176.96458 | -7.41214 | FSRQ | 1.342 | (16.6+/-1.9) e-10 | 2.303
559 | 2FGLJ1152.4-0840 | PKS B1149-084 | 178.07125 | -8.68444 | FSRQ | 2.367 | (11.7+/-1.7) e-10 | 2.17
560 | 2FGLJ1154.4+6019 | RX J1154.0+6022 | 178.51833 | 60.37333 | FSRQ | 1.12 | (43.3+/-9.6) e-11 | 2.783
561 | 2FGLJ1159.3-2142 | PMN J1159-2142 | 179.83917 | -21.71247 | FSRQ | 0.617 | (16.3+/-1.9) e-10 | 2.331
562 | 2FGLJ1159.5+2914 | Ton 599 | 179.8825 | 29.24558 | FSRQ | 0.724565 | (60.4+/-2.9) e-10 | 2.295
563 | 2FGLJ1206.0-2638 | PKS 1203-26 | 181.3875 | -26.56908 | FSRQ | 0.786 | (7.7+/-1.5) e-10 | 2.673
564 | 2FGLJ1208.8+5441 | TXS 1206+549 | 182.22583 | 54.69953 | FSRQ | 1.34407 | (18.4+/-1.6) e-10 | 2.475
565 | 2FGLJ1209.7+1807 | MG1 J120953+1809 | 182.46583 | 18.16847 | FSRQ | 0.845 | (4.1+/-1.1) e-10 | 2.464
566 | 2FGLJ1214.6+1309 | 4C +13.46 | 183.38375 | 13.12231 | FSRQ | 1.139 | (4.8+/-1.2) e-10 | 2.568
567 | 2FGLJ1214.8+1653 | TXS 1212+171 | 183.76625 | 16.91053 | FSRQ | 1.132 | (5.4+/-1.2) e-10 | 2.177
568 | 2FGLJ1219.7+0201 | PKS 1217+02 | 185.05125 | 2.06153 | FSRQ | 0.241 | (3.9+/-1.1) e-10 | 2.663
569 | 2FGLJ1219.2+7107 | S5 1217+71 | 185.015 | 71.09206 | FSRQ | 0.451 | (36.7+/-8.8) e-11 | 2.268
570 | 2FGLJ1222.4+0413 | 4C +04.42 | 185.59375 | 4.22144 | FSRQ | 0.965552 | (13.1+/-1.5) e-10 | 2.766
571 | 2FGLJ1224.9+2122 | 4C +21.35 | 186.2275 | 21.37972 | FSRQ | 0.433507 | (354+/-6.4) e-10 | 2.122
572 | 2FGLJ1228.6+4857 | TXS 1226+492 | 187.21542 | 48.96708 | FSRQ | 1.72206 | (7.5+/-1.3) e-10 | 2.391
573 | 2FGLJ1229.1+0202 | 3C 273 | 187.27667 | 2.05136 | FSRQ | 0.158 | (151+/-4.5) e-10 | 2.452
574 | 2FGLJ1239.5+0443 | MG1 J123931+0443 | 189.88625 | 4.71811 | FSRQ | 1.76095 | (44.7+/-2.7) e-10 | 2.319
575 | 2FGLJ1246.7-2546 | PKS 1244-255 | 191.69542 | -25.79672 | FSRQ | 0.633 | (87.4+/-3.7) e-10 | 2.102
576 | 2FGLJ1256.1-0547 | 3C 279 | 194.04625 | -5.78894 | FSRQ | 0.536 | (256+/-5.7) e-10 | 2.221
577 | 2FGLJ1258.2+3231 | ON 393 | 194.48833 | 32.49156 | FSRQ | 0.805673 | (4.5+/-1) e-10 | 2.554
578 | 2FGLJ1258.4-1801 | PKS B1256-177 | 194.65917 | -18.00094 | FSRQ | 1.956 | (8.5+/-1.5) e-10 | 2.545
579 | 2FGLJ1258.8-2223 | PKS 1256-220 | 194.72667 | -22.32536 | FSRQ | 1.303 | (20.2+/-2.2) e-10 | 2.296
580 | 2FGLJ1303.5-4622 | PMN J1303-4621 | 195.9175 | -46.35069 | FSRQ | 1.664 | (6.6+/-1.5) e-10 | 2.214
581 | 2FGLJ1308.5+3547 | 5C 12.291 | 197.09875 | 35.777 | FSRQ | 1.055 | (11+/-1.5) e-10 | 2.28
582 | 2FGLJ1310.6+3222 | OP 313 | 197.61958 | 32.34558 | FSRQ | 0.997249 | (53+/-2.7) e-10 | 2.105
583 | 2FGLJ1313.0-0425 | PKS B1310-041 | 198.21208 | -4.41408 | FSRQ | 0.825 | (4.3+/-1.2) e-10 | 2.369
584 | 2FGLJ1312.8+4828 | GB 1310+487 | 198.18083 | 48.47531 | FSRQ | 0.501 | (89.9+/-3.4) e-10 | 1.978
585 | 2FGLJ1315.9-3339 | PKS 1313-333 | 199.03292 | -33.64989 | FSRQ | 1.21 | (25.7+/-2.4) e-10 | 2.305
586 | 2FGLJ1317.9+3426 | S4 1315+34 | 199.40208 | 34.42117 | FSRQ | 1.05498 | (33.3+/-9.3) e-11 | 2.379
587 | 2FGLJ1321.1+2215 | TXS 1318+225 | 200.29667 | 22.26992 | FSRQ | 0.943 | (12.8+/-1.6) e-10 | 2.287
588 | 2FGLJ1326.8+2210 | B2 1324+22 | 201.75375 | 22.18061 | FSRQ | 1.40339 | (18.7+/-1.8) e-10 | 2.467
589 | 2FGLJ1332.0-0508 | PKS 1329-049 | 203.01875 | -5.16153 | FSRQ | 2.15 | (50.1+/-3) e-10 | 2.537
590 | 2FGLJ1332.5-1255 | PMN J1332-1256 | 203.16333 | -12.93772 | FSRQ | 1.492 | (35.3+/-2.5) e-10 | 2.38
591 | 2FGLJ1332.7+4725 | B3 1330+476 | 203.18833 | 47.37283 | FSRQ | 0.668 | (31.4+/-9.2) e-11 | 2.54
592 | 2FGLJ1332.7+2726 | MG2 J133305+2725 | 203.28083 | 27.42172 | FSRQ | 2.126 | (4.2+/-1) e-10 | 2.282
593 | 2FGLJ1333.5+5058 | CLASS J1333+5057 | 203.47417 | 50.95978 | FSRQ | 1.362 | (10.4+/-1.3) e-10 | 2.481
594 | 2FGLJ1337.7-1257 | PKS 1335-127 | 204.41583 | -12.95683 | FSRQ | 0.539 | (17.7+/-2) e-10 | 2.44
595 | 2FGLJ1341.3-2048 | PKS B1339-206 | 205.52 | -20.85861 | FSRQ | 1.582 | (5.1+/-1.2) e-10 | 2.631
596 | 2FGLJ1344.2-1723 | PMN J1344-1723 | 206.06 | -17.39442 | FSRQ | 2.506 | (50.1+/-3.1) e-10 | 1.954
597 | 2FGLJ1345.9+0706 | TXS 1343+073 | 206.45542 | 7.10858 | FSRQ | 1.095 | (6.4+/-1.3) e-10 | 2.133
598 | 2FGLJ1345.4+4453 | B3 1343+451 | 206.38792 | 44.88322 | FSRQ | 2.534 | (21.1+/-1.8) e-10 | 2.475
599 | 2FGLJ1347.7-3752 | PMN J1347-3750 | 206.91833 | -37.84353 | FSRQ | 1.3 | (9+/-1.6) e-10 | 2.323
600 | 2FGLJ1351.1+0032 | PKS 1348+007 | 207.76833 | 0.52219 | FSRQ | 2.084 | (8+/-1.4) e-10 | 2.29
601 | 2FGLJ1354.7-1047 | PKS 1352-104 | 208.69542 | -10.68403 | FSRQ | 0.332 | (12.6+/-1.7) e-10 | 2.565
602 | 2FGLJ1359.4+5541 | 87GB 135720.6+555936 | 209.77417 | 55.74147 | FSRQ | 1.014 | (5.4+/-1) e-10 | 2.699
603 | 2FGLJ1358.1+7644 | S5 1357+76 | 209.48083 | 76.72244 | FSRQ | 1.585 | (8.4+/-1.2) e-10 | 2.297
604 | 2FGLJ1408.8-0751 | PKS B1406-076 | 212.235 | -7.87394 | FSRQ | 1.494 | (17.4+/-1.9) e-10 | 2.429
605 | 2FGLJ1419.4+3820 | B3 1417+385 | 214.94375 | 38.3635 | FSRQ | 1.831 | (4.5+/-1) e-10 | 2.65
606 | 2FGLJ1428.0-4206 | PKS B1424-418 | 216.98417 | -42.10517 | FSRQ | 1.522 | (147+/-4.9) e-10 | 1.962
607 | 2FGLJ1433.8+4205 | B3 1432+422 | 218.52333 | 42.05439 | FSRQ | 1.24 | (5.4+/-1.1) e-10 | 2.261
608 | 2FGLJ1436.9+2319 | PKS B1434+235 | 219.17042 | 23.35092 | FSRQ | 1.54763 | (4.4+/-1.1) e-10 | 2.409
609 | 2FGLJ1444.1+2500 | PKS 1441+25 | 220.98708 | 25.02897 | FSRQ | 0.939 | (9.2+/-1.4) e-10 | 2.035
610 | 2FGLJ1457.4-3540 | PKS 1454-354 | 224.36125 | -35.65256 | FSRQ | 1.424 | (119+/-4.2) e-10 | 2.106
611 | 2FGLJ1504.3+1029 | PKS 1502+106 | 226.10417 | 10.49397 | FSRQ | 1.83928 | (401+/-7.3) e-10 | 2.147
612 | 2FGLJ1506.0+3729 | B2 1504+37 | 226.53958 | 37.51422 | FSRQ | 0.674 | (6.8+/-1.2) e-10 | 2.566
613 | 2FGLJ1508.9-4342 | PMN J1509-4340 | 227.39792 | -43.67533 | FSRQ | 0.776 | (5.3+/-1.5) e-10 | 2.647
614 | 2FGLJ1510.9-0545 | PKS 1508-05 | 227.72292 | -5.71867 | FSRQ | 1.185 | (22.3+/-2.4) e-10 | 2.444
615 | 2FGLJ1512.2+0201 | PKS 1509+022 | 228.06458 | 2.05331 | FSRQ | 0.219451 | (17.9+/-2) e-10 | 2.174
616 | 2FGLJ1512.8-0906 | PKS 1510-08 | 228.21042 | -9.10025 | FSRQ | 0.36 | (406+/-7.2) e-10 | 2.288
617 | 2FGLJ1513.6-3233 | PKS 1510-324 | 228.41208 | -32.58311 | FSRQ | 1.153 | (15.5+/-2.1) e-10 | 2.407
618 | 2FGLJ1514.6+4449 | BZQ J1514+4450 | 228.6525 | 44.83417 | FSRQ | 0.570338 | (7.6+/-1.3) e-10 | 2.289
619 | 2FGLJ1522.0+4348 | B3 1520+437 | 230.45583 | 43.61097 | FSRQ | 2.171 | (24.6+/-7.7) e-11 | 2.989
620 | 2FGLJ1522.1+3144 | B2 1520+31 | 230.54125 | 31.73731 | FSRQ | 1.484 | (176+/-4.5) e-10 | 2.248
621 | 2FGLJ1539.5+2747 | MG2 J153938+2744 | 234.91292 | 27.74392 | FSRQ | 2.191 | (6.4+/-1.3) e-10 | 1.992
622 | 2FGLJ1549.5+0237 | PKS 1546+027 | 237.3725 | 2.61681 | FSRQ | 0.414274 | (18.2+/-2) e-10 | 2.455
623 | 2FGLJ1550.7+0526 | 4C +05.64 | 237.64667 | 5.45289 | FSRQ | 1.41699 | (10.2+/-1.7) e-10 | 2.32
624 | 2FGLJ1553.5+1255 | PKS 1551+130 | 238.38625 | 12.94739 | FSRQ | 1.30814 | (48.7+/-2.9) e-10 | 2.027
625 | 2FGLJ1604.6+5710 | GB6 J1604+5714 | 241.15542 | 57.24375 | FSRQ | 0.72 | (16.5+/-1.6) e-10 | 2.497
626 | 2FGLJ1608.5+1029 | 4C +10.45 | 242.19208 | 10.48556 | FSRQ | 1.23179 | (15.9+/-1.9) e-10 | 2.331
